AP,delta_50,delta_60,delta_70,delta_80,delta_90,delta_95
240,-0.4849999999999959,-0.3360000000000056,-0.394999999999996,-0.5680000000000014,-0.5660000000000025,-1.0864999999999974
241,-0.5899999999999999,-0.4379999999999953,-0.24699999999999278,-0.13800000000000878,-0.8130000000000024,-2.2429999999999986
242,-0.06499999999999773,0.15199999999999037,-0.04600000000000293,0.04400000000000759,0.18099999999999383,-0.5365000000000002
243,-0.16499999999999915,-0.0379999999999967,0.07200000000000983,-0.16599999999999682,-0.3869999999999969,-1.708999999999996
244,-0.06499999999999773,-0.3420000000000023,-0.06400000000000361,-0.027999999999998693,-0.07400000000000162,-1.6454999999999949
245,-0.17500000000000426,-0.2760000000000069,-0.0470000000000006,0.1980000000000004,0.5229999999999926,1.2849999999999966
246,-0.08000000000000185,-0.05800000000000338,-0.125,-0.17800000000000082,-0.19499999999999673,-0.11349999999999838
247,-0.5700000000000038,-0.41999999999999815,-0.4369999999999976,-0.5259999999999998,-0.671999999999997,-4.734999999999982
248,-0.28999999999999204,-0.2719999999999949,-0.06499999999999773,-0.26200000000000045,0.15599999999999525,1.0514999999999972
249,-0.2150000000000034,-0.11200000000000188,-0.10400000000000276,0.05000000000000426,-0.4250000000000007,-0.6879999999999953
250,-0.14499999999999602,0.14199999999999946,0.21599999999999753,0.05000000000000071,0.6650000000000027,0.38800000000000523
251,0.024999999999995026,-0.17999999999999972,-0.0330000000000048,0.17600000000000549,0.7280000000000015,0.9165000000000028
252,0.010000000000005116,-0.06400000000000361,0.08000000000000185,0.11199999999999477,0.3130000000000095,0.8925000000000018
253,-0.009999999999994458,-0.011999999999996902,-0.053000000000000824,-0.08400000000000318,0.01899999999999835,-0.9670000000000094
254,0.0049999999999954525,-0.045999999999999375,0.0020000000000024443,0.2959999999999994,0.568000000000005,0.40050000000000807
255,-0.29499999999999815,-0.18200000000000216,-0.20400000000000063,-0.03599999999999781,0.37499999999999645,1.1429999999999936
256,-0.6199999999999974,-0.4339999999999975,-0.31700000000000017,-0.2459999999999951,-0.21299999999999386,-0.4295000000000009
257,-0.18499999999999162,-0.09600000000000009,-0.15800000000000125,0.08599999999999852,0.30700000000000216,0.9629999999999939
258,-0.03500000000000725,-0.06400000000000006,-0.05300000000000438,0.0020000000000131024,0.11600000000000676,1.186
259,0.1700000000000017,0.2959999999999958,0.2840000000000025,0.5780000000000065,1.1309999999999967,1.5259999999999927
260,0.3000000000000007,0.34999999999999787,0.4430000000000014,0.5780000000000065,0.7940000000000005,0.48950000000000315
261,0.05999999999999872,3.552713678800501e-15,0.11700000000000443,0.1820000000000057,0.3480000000000061,0.5504999999999889
262,-0.04499999999999815,0.2560000000000002,0.22200000000000486,0.16199999999999903,0.46200000000000685,0.5264999999999986
263,0.1650000000000027,0.07599999999999696,0.04999999999999716,0.22599999999999199,0.46999999999999886,0.09749999999998948
264,-0.09999999999999787,0.05599999999999383,0.040000000000009805,-0.10799999999998988,-0.10700000000000642,-1.9224999999999923
265,-0.2850000000000037,-0.1979999999999933,-0.07199999999999562,0.21399999999999508,0.7739999999999938,-0.7979999999999947
266,-0.0800000000000054,-0.02799999999999514,0.17600000000000193,0.19200000000000372,0.5149999999999935,-2.018499999999996
267,-0.21000000000000796,-0.05999999999999517,0.17000000000000526,0.3619999999999983,0.4079999999999977,-0.3824999999999896
268,-0.029999999999997584,-0.15400000000000347,0.10000000000000142,0.027999999999998693,-0.3789999999999978,-0.5300000000000011
269,-0.31999999999999673,-0.018000000000000682,0.004000000000001336,0.08200000000000074,0.4469999999999992,0.5479999999999983
270,-0.09999999999999787,-0.15600000000000946,-0.33299999999999486,-0.10200000000000031,-0.10300000000001219,0.36950000000000216
271,0.03999999999999204,-3.552713678800501e-15,-0.06800000000000139,-0.09399999999999764,0.08599999999999142,-0.45349999999999824
272,-0.10000000000000497,-0.1339999999999968,-0.1910000000000025,-0.15799999999999415,-0.4160000000000039,-1.6119999999999877
273,0.05000000000000426,0.013999999999995794,-0.0920000000000023,-0.005999999999993122,-0.46999999999999886,-0.9864999999999959
274,-0.32500000000000284,-0.4920000000000009,-0.3230000000000004,-0.3460000000000072,-0.5569999999999986,-0.07950000000000301
275,-0.11500000000000199,-0.16199999999999903,-0.052000000000003155,-0.13799999999999812,0.15200000000000458,1.006499999999999
276,0.0850000000000044,0.04399999999999693,0.08500000000000796,0.20799999999999486,0.3639999999999972,0.4379999999999953
277,-0.10500000000000398,-0.24200000000000443,-0.034000000000006025,-0.23799999999999955,-0.23699999999999832,0.04500000000000526
278,0.0,-0.042000000000005144,-0.09699999999999065,-0.11999999999999744,0.27600000000000335,-0.804000000000002
279,0.10499999999999687,-0.06400000000000006,-0.14400000000000546,-0.2680000000000007,-0.5219999999999985,-2.709499999999988
280,-0.2700000000000031,-0.23200000000000287,-0.3189999999999955,-0.6399999999999935,-1.2919999999999945,-5.633499999999987
281,-0.10999999999999588,-0.34400000000000475,-0.4399999999999977,-0.2560000000000038,-0.1679999999999957,-2.4879999999999924
282,-0.3150000000000013,-0.2980000000000018,-0.17999999999999972,-0.1799999999999926,-0.2610000000000028,-1.7489999999999917
283,-0.28999999999999915,-0.13400000000000034,0.18600000000000705,0.44800000000000395,-0.015000000000000568,-0.16899999999999693
284,-0.16000000000000014,0.045999999999999375,0.20600000000000307,-0.019999999999992468,0.6300000000000061,0.19000000000000838
285,-0.035000000000003695,0.08200000000000074,0.2859999999999978,0.25600000000000733,0.12799999999999656,0.2170000000000023
286,0.21000000000000085,0.47799999999999443,0.35700000000001,0.6020000000000003,0.034999999999989484,0.24300000000001276
287,0.4349999999999916,0.5239999999999974,0.5760000000000005,0.7340000000000089,-0.3480000000000061,-0.9190000000000005
