6.242857142857143060e+01,6.242857142857143060e+01,5.666666666666666430e+01,5.172727272727272663e+01,5.666666666666666430e+01,5.172727272727272663e+01,5.728571428571428470e+01,5.728571428571428470e+01,5.900000000000000000e+01,5.900000000000000000e+01,5.733333333333333570e+01,5.733333333333333570e+01,5.350000000000000000e+01,5.350000000000000000e+01,5.966666666666666430e+01,5.700000000000000000e+01,5.966666666666666430e+01,5.700000000000000000e+01,5.700000000000000000e+01,5.700000000000000000e+01,5.544444444444444287e+01,5.544444444444444287e+01,5.847999999999999687e+01,5.847999999999999687e+01
5.733333333333333570e+01,5.733333333333333570e+01,6.060000000000000142e+01,5.535294117647058698e+01,6.060000000000000142e+01,5.535294117647058698e+01,5.500000000000000000e+01,5.500000000000000000e+01,5.764285714285714590e+01,5.764285714285714590e+01,5.662500000000000000e+01,5.662500000000000000e+01,5.600000000000000000e+01,5.600000000000000000e+01,5.989999999999999858e+01,6.250000000000000000e+01,5.989999999999999858e+01,6.250000000000000000e+01,6.250000000000000000e+01,6.250000000000000000e+01,5.863157894736841769e+01,5.863157894736841769e+01,5.788888888888888573e+01,5.788888888888888573e+01
5.588888888888888573e+01,5.588888888888888573e+01,5.600000000000000000e+01,5.892307692307691980e+01,5.600000000000000000e+01,5.892307692307691980e+01,6.100000000000000000e+01,6.100000000000000000e+01,5.561538461538461320e+01,5.561538461538461320e+01,5.810000000000000142e+01,5.810000000000000142e+01,6.020000000000000284e+01,6.020000000000000284e+01,5.650000000000000000e+01,5.450000000000000000e+01,5.650000000000000000e+01,5.450000000000000000e+01,5.400000000000000000e+01,5.400000000000000000e+01,6.133333333333333570e+01,6.133333333333333570e+01,5.950000000000000000e+01,5.950000000000000000e+01
5.062500000000000000e+01,5.062500000000000000e+01,5.642857142857143060e+01,5.708333333333333570e+01,5.642857142857143060e+01,5.708333333333333570e+01,5.666666666666666430e+01,5.666666666666666430e+01,5.671428571428571530e+01,5.671428571428571530e+01,5.960000000000000142e+01,5.960000000000000142e+01,5.900000000000000000e+01,5.900000000000000000e+01,5.960000000000000142e+01,5.700000000000000000e+01,5.960000000000000142e+01,5.700000000000000000e+01,5.900000000000000000e+01,5.900000000000000000e+01,6.123076923076923350e+01,6.123076923076923350e+01,6.042857142857143060e+01,6.042857142857143060e+01
5.800000000000000000e+01,5.800000000000000000e+01,5.785714285714285410e+01,5.546153846153845990e+01,5.785714285714285410e+01,5.546153846153845990e+01,6.000000000000000000e+01,6.000000000000000000e+01,5.690909090909090651e+01,5.690909090909090651e+01,5.475000000000000000e+01,5.475000000000000000e+01,5.500000000000000000e+01,5.500000000000000000e+01,5.900000000000000000e+01,5.866666666666666430e+01,5.900000000000000000e+01,5.866666666666666430e+01,5.700000000000000000e+01,5.700000000000000000e+01,6.033333333333333570e+01,6.033333333333333570e+01,5.986666666666666714e+01,5.986666666666666714e+01
5.633333333333333570e+01,5.633333333333333570e+01,5.828571428571428470e+01,5.683333333333333570e+01,5.828571428571428470e+01,5.683333333333333570e+01,6.000000000000000000e+01,6.000000000000000000e+01,5.771428571428571530e+01,5.771428571428571530e+01,5.800000000000000000e+01,5.800000000000000000e+01,6.020000000000000284e+01,6.020000000000000284e+01,6.300000000000000000e+01,6.250000000000000000e+01,6.300000000000000000e+01,6.250000000000000000e+01,6.150000000000000000e+01,6.150000000000000000e+01,5.700000000000000000e+01,5.700000000000000000e+01,5.726315789473684248e+01,5.726315789473684248e+01
5.525000000000000000e+01,5.525000000000000000e+01,5.616666666666666430e+01,5.753846153846154010e+01,5.616666666666666430e+01,5.753846153846154010e+01,6.039999999999999858e+01,6.039999999999999858e+01,5.730769230769230660e+01,5.730769230769230660e+01,6.233333333333333570e+01,6.233333333333333570e+01,6.039999999999999858e+01,6.039999999999999858e+01,6.220000000000000284e+01,6.250000000000000000e+01,6.220000000000000284e+01,6.250000000000000000e+01,5.766666666666666430e+01,5.766666666666666430e+01,5.841176470588235503e+01,5.841176470588235503e+01,5.843999999999999773e+01,5.843999999999999773e+01
5.971428571428571530e+01,5.971428571428571530e+01,5.928571428571428470e+01,5.660000000000000142e+01,5.928571428571428470e+01,5.660000000000000142e+01,5.766666666666666430e+01,5.766666666666666430e+01,5.793333333333333002e+01,5.793333333333333002e+01,5.833333333333333570e+01,5.833333333333333570e+01,5.850000000000000000e+01,5.850000000000000000e+01,5.670000000000000284e+01,6.200000000000000000e+01,5.670000000000000284e+01,6.200000000000000000e+01,5.539999999999999858e+01,5.539999999999999858e+01,5.375000000000000000e+01,5.375000000000000000e+01,5.939130434782608603e+01,5.939130434782608603e+01
5.700000000000000000e+01,5.700000000000000000e+01,5.311111111111111427e+01,5.733333333333333570e+01,5.311111111111111427e+01,5.733333333333333570e+01,5.900000000000000000e+01,5.900000000000000000e+01,5.861538461538461320e+01,5.861538461538461320e+01,6.071428571428571530e+01,6.071428571428571530e+01,6.150000000000000000e+01,6.150000000000000000e+01,5.760000000000000142e+01,6.375000000000000000e+01,5.760000000000000142e+01,6.375000000000000000e+01,5.925000000000000000e+01,5.925000000000000000e+01,5.800000000000000000e+01,5.800000000000000000e+01,5.879999999999999716e+01,5.879999999999999716e+01
5.460000000000000142e+01,5.460000000000000142e+01,5.485714285714285410e+01,5.626666666666666572e+01,5.485714285714285410e+01,5.626666666666666572e+01,5.887500000000000000e+01,5.887500000000000000e+01,5.706250000000000000e+01,5.706250000000000000e+01,6.071428571428571530e+01,6.071428571428571530e+01,5.566666666666666430e+01,5.566666666666666430e+01,5.914285714285714590e+01,5.700000000000000000e+01,5.914285714285714590e+01,5.700000000000000000e+01,6.250000000000000000e+01,6.250000000000000000e+01,5.681250000000000000e+01,5.681250000000000000e+01,5.908695652173913260e+01,5.908695652173913260e+01
