AP,mean,percentile_95,percentile_5,extra_time
102,1.1162116991643447,1.382999999999999,0.918,0.2667883008356542
103,1.109500000000001,1.3230000000000008,0.9189999999999999,0.2134999999999998
104,1.0982499999999993,1.29,0.92,0.19175000000000075
105,1.0966849315068496,1.29,0.9,0.1933150684931504
106,1.0930919220055704,1.322999999999999,0.92,0.2299080779944287
107,1.0825824175824175,1.22,0.9199999999999999,0.1374175824175825
108,1.0774655647382922,1.2400000000000002,0.92,0.16253443526170797
109,1.058901408450705,1.22,0.92,0.16109859154929507
110,1.0814835164835166,1.215499999999999,0.9199999999999999,0.13401648351648232
111,1.0723756906077344,1.27,0.93,0.1976243093922656
112,1.0771625344352618,1.29,0.92,0.21283746556473826
113,1.0655401662049855,1.24,0.92,0.1744598337950145
114,1.0645833333333343,1.27,0.92,0.2054166666666657
115,1.0685950413223144,1.22,0.92,0.15140495867768555
116,1.069254143646409,1.24,0.9205,0.17074585635359107
117,1.1172144846796654,1.27,0.9300000000000002,0.15278551532033458
118,1.0839779005524863,1.24,0.93,0.15602209944751366
119,1.0830470914127421,1.27,0.93,0.18695290858725788
120,1.0999724517906349,1.3169999999999993,0.92,0.21702754820936443
121,1.0942105263157906,1.29,0.92,0.1957894736842094
122,1.0945856353591157,1.27,0.9010000000000001,0.17541436464088433
123,1.1041944444444445,1.2725000000000004,0.92,0.16830555555555593
124,1.0958448753462617,1.27,0.92,0.17415512465373828
125,1.1403591160221003,1.29,0.92,0.14964088397789976
126,1.155977653631285,1.29,0.92,0.13402234636871513
127,1.1505234159779623,1.2879999999999996,0.92,0.13747658402203733
128,1.1638630136986303,1.27,0.92,0.1061369863013697
129,1.1457458563535912,1.29,0.93,0.14425414364640887
130,1.1672222222222226,1.41,0.93,0.24277777777777731
131,1.1573076923076917,1.29,0.93,0.13269230769230833
132,1.1846556473829208,1.3469999999999995,0.92,0.1623443526170787
133,1.1690304709141275,1.27,0.92,0.10096952908587253
134,1.1603324099722991,1.24,0.92,0.07966759002770085
135,1.1684297520661147,1.2879999999999996,0.92,0.11957024793388493
136,1.3786263736263742,1.29,0.93,-0.08862637362637416
137,1.211955922865014,1.32,0.921,0.10804407713498598
138,1.1939944903581263,1.3149999999999988,0.93,0.12100550964187251
139,1.1958011049723762,1.3484999999999996,0.9205,0.15269889502762335
140,1.1939832869080786,1.32,0.9300000000000002,0.12601671309192142
141,1.1978846153846152,1.29,0.9215,0.09211538461538482
142,1.2391412742382266,1.41,0.93,0.1708587257617733
143,1.2460606060606065,1.38,0.92,0.13393939393939336
144,1.2341899441340776,1.3334999999999981,0.9285,0.09931005586592057
145,1.1849315068493163,1.3740000000000003,0.92,0.18906849315068408
146,1.1780821917808222,1.3200000000000003,0.93,0.1419178082191781
147,1.1898898071625355,1.3769999999999991,0.93,0.18711019283746366
148,1.166731301939059,1.41,0.92,0.24326869806094087
149,1.2045730027548207,1.3739999999999986,0.93,0.16942699724517785
150,1.190384615384617,1.6479999999999972,0.93,0.4576153846153803
151,1.2319726027397269,1.5100000000000002,0.92,0.27802739726027337
152,1.2500275482093668,1.9039999999999964,0.93,0.6539724517906296
153,1.2560330578512404,1.92,0.93,0.6639669421487595
154,1.2268032786885263,1.8225,0.92,0.5956967213114737
155,1.2165934065934074,1.7024999999999981,0.9215,0.4859065934065907
156,1.2529120879120883,1.81,0.9199999999999999,0.5570879120879118
157,1.3175757575757574,1.9039999999999964,0.92,0.586424242424239
158,1.278736263736264,1.7524999999999984,0.93,0.47376373626373436
159,1.276933701657459,1.5779999999999996,0.92,0.30106629834254073
160,1.274792243767313,1.86,0.92,0.5852077562326872
161,1.2006925207756232,1.62,0.92,0.41930747922437694
162,1.2471349862258956,1.7549999999999988,0.92,0.5078650137741032
163,1.2764010989010994,1.76,0.9199999999999999,0.4835989010989006
164,1.2189502762430944,1.854999999999999,0.92,0.6360497237569047
165,1.2137673130193916,1.98,0.92,0.7662326869806084
166,1.2438842975206617,2.0749999999999917,0.921,0.8311157024793301
167,1.2069722222222228,1.8690000000000022,0.93,0.6620277777777794
168,1.1979778393351803,2.34,0.9,1.1420221606648195
169,1.2061325966850842,2.1764999999999994,0.9205,0.9703674033149152
170,1.2081717451523546,2.04,0.92,0.8318282548476454
171,1.2352486187845297,2.255999999999999,0.92,1.0207513812154692
172,1.2047091412742386,2.43,0.93,1.2252908587257616
173,1.2329476584022034,2.34,0.92,1.1070523415977964
174,1.2591364902506959,2.267999999999997,0.92,1.0088635097493013
175,1.1779501385041558,2.34,0.93,1.162049861495844
176,1.1669060773480673,2.04,0.92,0.8730939226519328
177,1.16214876033058,1.98,0.92,0.81785123966942
178,1.1878151260504206,2.3579999999999988,0.92,1.1701848739495782
179,1.1803571428571433,2.0994999999999977,0.9199999999999999,0.9191428571428544
180,1.2030578512396697,2.04,0.93,0.8369421487603304
181,1.1975900277008313,2.18,0.92,0.9824099722991688
182,1.2051944444444453,2.188000000000002,0.92,0.9828055555555566
183,1.2934794520547956,2.34,0.93,1.0465205479452042
184,1.306346153846154,3.01,0.9,1.7036538461538457
185,1.3233150684931514,2.88,0.92,1.5566849315068485
186,1.3071428571428574,2.6234999999999964,0.93,1.316357142857139
187,1.3267493112947653,3.01,0.93,1.6832506887052345
188,1.3481491712707185,3.003499999999998,0.92,1.6553508287292795
189,1.3828099173553727,3.144999999999997,0.92,1.7621900826446242
190,1.4237912087912088,3.33,0.9199999999999999,1.9062087912087913
191,1.401763085399449,3.16,0.92,1.7582369146005512
192,1.3364364640883972,3.01,0.9205,1.6735635359116026
193,1.3272299168975072,3.01,0.92,1.6827700831024925
194,1.36775,3.16,0.93,1.7922500000000001
195,1.459806629834255,3.33,0.92,1.8701933701657452
196,1.537162534435262,3.72,0.93,2.182837465564738
197,1.593656509695291,3.95,0.94,2.356343490304709
198,1.58925,3.95,0.9295000000000001,2.3607500000000003
199,1.5668523676880233,3.72,0.9300000000000002,2.1531476323119767
200,1.6888493150684951,4.22,0.93,2.5311506849315046
201,1.7444780219780223,4.22,0.94,2.4755219780219777
202,1.8186426592797809,4.22,0.94,2.401357340720219
203,1.8804444444444446,4.235000000000003,0.94,2.3545555555555584
204,1.924596100278553,4.249999999999989,0.958,2.3254038997214366
205,1.8835097493036226,4.52,0.94,2.6364902506963768
206,1.9935911602209937,4.87,0.96,2.8764088397790064
207,2.173767313019391,4.87,0.96,2.696232686980609
208,2.265348189415043,4.909999999999986,0.94,2.644651810584943
209,2.3768406593406612,4.87,0.94,2.493159340659339
210,2.496676056338031,5.27,0.954,2.7733239436619685
211,2.525571030640668,5.27,0.958,2.7444289693593316
212,2.4408539944903596,5.27,0.94,2.82914600550964
213,2.5102770083102484,5.75,0.94,3.2397229916897516
214,2.2966391184573025,4.87,0.96,2.5733608815426976
215,2.2428374655647385,5.229999999999991,0.931,2.987162534435252
216,2.1077437325905293,4.87,0.9300000000000002,2.762256267409471
217,2.034550561797753,4.97,0.94,2.9354494382022467
218,1.8534530386740344,4.52,0.941,2.666546961325965
219,1.781294765840222,4.52,0.931,2.7387052341597773
220,1.7046111111111126,4.235000000000003,0.94,2.5303888888888904
221,1.6103899721448478,4.22,0.92,2.609610027855152
222,1.5717366946778728,3.72,0.93,2.1482633053221276
223,1.428474576271187,3.3929999999999936,0.92,1.9645254237288066
224,1.3693502824858765,3.01,0.92,1.6406497175141233
225,1.2821408450704224,2.367000000000001,0.92,1.0848591549295785
226,1.201943661971831,1.8780000000000008,0.92,0.6760563380281699
227,1.1642618384401109,1.5439999999999987,0.92,0.3797381615598878
228,1.1337960339943347,1.35,0.8999999999999999,0.21620396600566538
229,1.1086968838526916,1.29,0.89,0.18130311614730843
230,1.1100837988826817,1.2729999999999997,0.92,0.16291620111731797
231,1.1102500000000004,1.27,0.9189999999999999,0.15974999999999961
232,1.1090112994350283,1.24,0.92,0.1309887005649717
233,1.171638418079096,1.32,0.9000000000000001,0.1483615819209041
234,1.162061281337047,1.24,0.92,0.07793871866295299
235,1.1248441926345611,1.22,0.89,0.09515580736543883
236,1.1550568181818195,1.24,0.92,0.0849431818181805
237,1.157808988764045,1.225,0.915,0.06719101123595506
238,1.1158974358974365,1.22,0.92,0.10410256410256347
239,1.095485714285715,1.27,0.9,0.17451428571428496
240,1.0987463556851313,1.27,0.92,0.17125364431486867
241,1.11297994269341,1.24,0.92,0.12702005730659005
242,1.1044985673352439,1.29,0.92,0.18550143266475616
243,1.1106017191977078,1.307999999999999,0.93,0.19739828080229116
244,1.0784330484330487,1.24,0.9,0.16156695156695133
245,1.0683965014577266,1.22,0.9,0.1516034985422734
246,1.0704558404558406,1.27,0.93,0.19954415954415938
247,1.068786127167629,1.2625,0.9225000000000001,0.19371387283237085
248,1.0567714285714274,1.2065000000000001,0.94,0.14972857142857277
249,1.0582535211267612,1.22,0.93,0.16174647887323879
250,1.0433711048158638,1.19,0.9200000000000002,0.14662889518413613
251,1.0486880466472313,1.19,0.92,0.1413119533527687
252,1.054364161849711,1.22,0.92,0.16563583815028893
253,1.0656104651162794,1.22,0.94,0.15438953488372054
254,1.0654682779456195,1.255,0.93,0.1895317220543804
255,1.074084507042254,1.22,0.93,0.14591549295774597
256,1.082657142857143,1.22,0.9245000000000001,0.137342857142857
257,1.101551724137931,1.22,0.9200000000000002,0.11844827586206907
258,1.059970674486804,1.22,0.92,0.16002932551319593
259,1.0556980056980063,1.22,0.92,0.16430199430199366
260,1.0854202898550718,1.24,0.94,0.15457971014492822
261,1.066455331412104,1.22,0.93,0.15354466858789606
262,1.0559824046920816,1.22,0.93,0.16401759530791837
263,1.0691124260355038,1.24,0.92,0.17088757396449616
264,1.06304347826087,1.22,0.9,0.15695652173913
265,1.0649287749287757,1.205,0.93,0.14007122507122438
266,1.0966959064327488,1.19,0.93,0.09330409356725111
267,1.100494186046513,1.19,0.9199999999999999,0.089505813953487
268,1.1185207100591714,1.22,0.9299999999999999,0.10147928994082855
269,1.1419287833827894,1.22,0.93,0.07807121661721061
270,1.1125000000000005,1.265499999999999,0.93,0.15299999999999847
271,1.0919941348973612,1.24,0.92,0.1480058651026388
272,1.047807807807808,1.27,0.9200000000000002,0.2221921921921921
273,1.0502380952380963,1.22,0.9275,0.16976190476190367
274,1.052911764705882,1.22,0.93,0.16708823529411787
275,1.051489361702128,1.27,0.9000000000000001,0.2185106382978721
276,1.0630973451327437,1.2219999999999993,0.92,0.15890265486725563
277,1.046341463414634,1.19,0.9200000000000002,0.14365853658536598
278,1.0467173252279642,1.22,0.93,0.17328267477203574
279,1.0620795107033638,1.22,0.92,0.15792048929663616
280,1.1606818181818188,1.22,0.93,0.05931818181818116
281,1.0609748427672958,1.24,0.9285,0.17902515723270418
282,1.0572491909385122,1.24,0.908,0.18275080906148777
283,1.0485303514377,1.19,0.8999999999999999,0.14146964856229993
284,1.0561464968152867,1.2374999999999983,0.8999999999999999,0.18135350318471155
285,1.044371257485029,1.22,0.92,0.17562874251497096
286,1.247623456790124,1.2369999999999992,0.9199999999999999,-0.010623456790124886
287,1.0523241590214072,1.22,0.93,0.16767584097859278
