6.007869565217391283e+01,6.007869565217391283e+01,6.051347826086955450e+01,6.051347826086955450e+01,6.313000000000000966e+01,6.313000000000000966e+01,6.502857142857141071e+01,6.502857142857141071e+01,6.244727272727273260e+01,6.244727272727273260e+01,6.458608695652173992e+01,6.387086956521738301e+01,6.458608695652173992e+01,6.387086956521738301e+01,6.333391304347824047e+01,6.333391304347824047e+01,5.834608695652175214e+01,5.834608695652175214e+01,5.743739130434782680e+01,5.743739130434782680e+01,5.989227272727271867e+01,6.145173913043477398e+01,5.989227272727271867e+01,6.145173913043477398e+01,6.198000000000001108e+01,6.198000000000001108e+01,5.895043478260870273e+01,5.895043478260870273e+01,5.952956521739129414e+01,5.952956521739129414e+01,5.959652173913043782e+01,5.959652173913043782e+01,5.771608695652174248e+01
5.874652173913043640e+01,5.874652173913043640e+01,6.049217391304347302e+01,6.049217391304347302e+01,6.389263157894737333e+01,6.389263157894737333e+01,6.386749999999999261e+01,6.386749999999999261e+01,6.577899999999999636e+01,6.577899999999999636e+01,6.535681818181816993e+01,6.581695652173912947e+01,6.535681818181816993e+01,6.581695652173912947e+01,6.480652173913043157e+01,6.480652173913043157e+01,6.005454545454545467e+01,6.005454545454545467e+01,5.982454545454545780e+01,5.982454545454545780e+01,6.058913043478259652e+01,6.205545454545454476e+01,6.058913043478259652e+01,6.205545454545454476e+01,6.177545454545454362e+01,6.177545454545454362e+01,6.038454545454545297e+01,6.038454545454545297e+01,6.122652173913044749e+01,6.122652173913044749e+01,6.185043478260870131e+01,6.185043478260870131e+01,6.041869565217391624e+01
5.849652173913043640e+01,5.849652173913043640e+01,5.842238095238095497e+01,5.842238095238095497e+01,6.178954545454546121e+01,6.178954545454546121e+01,6.280681818181817277e+01,6.280681818181817277e+01,6.150318181818182239e+01,6.150318181818182239e+01,6.341476190476190311e+01,6.415782608695653266e+01,6.341476190476190311e+01,6.415782608695653266e+01,6.257869565217391283e+01,6.257869565217391283e+01,5.825347826086957070e+01,5.825347826086957070e+01,5.963590909090908099e+01,5.963590909090908099e+01,6.035571428571429919e+01,6.197590909090909150e+01,6.035571428571429919e+01,6.197590909090909150e+01,6.230954545454545013e+01,6.230954545454545013e+01,6.012304347826088957e+01,6.012304347826088957e+01,6.185391304347825780e+01,6.185391304347825780e+01,6.316130434782609626e+01,6.316130434782609626e+01,5.948391304347825326e+01
5.976809523809523483e+01,5.976809523809523483e+01,5.919529411764705884e+01,5.919529411764705884e+01,6.452333333333334053e+01,6.452333333333334053e+01,6.211826086956521209e+01,6.211826086956521209e+01,6.168318181818182921e+01,6.168318181818182921e+01,6.240818181818181642e+01,6.263260869565217348e+01,6.240818181818181642e+01,6.263260869565217348e+01,6.102086956521738870e+01,6.102086956521738870e+01,5.553999999999999204e+01,5.553999999999999204e+01,5.977409090909091560e+01,5.977409090909091560e+01,6.071391304347826434e+01,6.207863636363635607e+01,6.071391304347826434e+01,6.207863636363635607e+01,6.205391304347826775e+01,6.205391304347826775e+01,5.928772727272728105e+01,5.928772727272728105e+01,6.184947368421052971e+01,6.184947368421052971e+01,6.126285714285715045e+01,6.126285714285715045e+01,6.072095238095239722e+01
5.966636363636364138e+01,5.966636363636364138e+01,6.056666666666666998e+01,6.056666666666666998e+01,6.282823529411763985e+01,6.282823529411763985e+01,6.353476190476190766e+01,6.353476190476190766e+01,6.235789473684210549e+01,6.235789473684210549e+01,6.363363636363637710e+01,6.310181818181818159e+01,6.363363636363637710e+01,6.310181818181818159e+01,6.217347826086958662e+01,6.217347826086958662e+01,5.791772727272728361e+01,5.791772727272728361e+01,5.760818181818181216e+01,5.760818181818181216e+01,5.932391304347827088e+01,5.947782608695651874e+01,5.932391304347827088e+01,5.947782608695651874e+01,5.980521739130434611e+01,5.980521739130434611e+01,5.823173913043478933e+01,5.823173913043478933e+01,6.006045454545454021e+01,6.006045454545454021e+01,6.246727272727272862e+01,6.246727272727272862e+01,6.028272727272727138e+01
5.761523809523809803e+01,5.761523809523809803e+01,5.879736842105263861e+01,5.879736842105263861e+01,6.339842105263159056e+01,6.339842105263159056e+01,6.271050000000000324e+01,6.271050000000000324e+01,6.135058823529411853e+01,6.135058823529411853e+01,6.263428571428568858e+01,6.320450000000001012e+01,6.263428571428568858e+01,6.320450000000001012e+01,6.248200000000000642e+01,6.248200000000000642e+01,5.750199999999999534e+01,5.750199999999999534e+01,5.794772727272727053e+01,5.794772727272727053e+01,5.698045454545455613e+01,5.948190476190475806e+01,5.698045454545455613e+01,5.948190476190475806e+01,5.861590909090909918e+01,5.861590909090909918e+01,5.687227272727272975e+01,5.687227272727272975e+01,5.944857142857143373e+01,5.944857142857143373e+01,5.951380952380952039e+01,5.951380952380952039e+01,6.006565217391302980e+01
5.593954545454545979e+01,5.593954545454545979e+01,6.046849999999999170e+01,6.046849999999999170e+01,6.000124999999999886e+01,6.000124999999999886e+01,6.107449999999998624e+01,6.107449999999998624e+01,6.298210526315788371e+01,6.298210526315788371e+01,6.207952380952382043e+01,6.066272727272726684e+01,6.207952380952382043e+01,6.066272727272726684e+01,6.021863636363636374e+01,6.021863636363636374e+01,5.887913043478260988e+01,5.887913043478260988e+01,5.279714285714286603e+01,5.279714285714286603e+01,5.712913043478260278e+01,5.809571428571428697e+01,5.712913043478260278e+01,5.809571428571428697e+01,5.932909090909092242e+01,5.932909090909092242e+01,5.703043478260870103e+01,5.703043478260870103e+01,5.919227272727271583e+01,5.919227272727271583e+01,6.106571428571427873e+01,6.106571428571427873e+01,5.873363636363635720e+01
5.803347826086957184e+01,5.803347826086957184e+01,5.718499999999999517e+01,5.718499999999999517e+01,6.013529411764705657e+01,6.013529411764705657e+01,6.309222222222221177e+01,6.309222222222221177e+01,6.044894736842105232e+01,6.044894736842105232e+01,6.099047619047617985e+01,6.351913043478260334e+01,6.099047619047617985e+01,6.351913043478260334e+01,6.133304347826088332e+01,6.133304347826088332e+01,5.951142857142856002e+01,5.951142857142856002e+01,5.645130434782608830e+01,5.645130434782608830e+01,5.875363636363636033e+01,5.875714285714285268e+01,5.875363636363636033e+01,5.875714285714285268e+01,5.922818181818181671e+01,5.922818181818181671e+01,5.821434782608694292e+01,5.821434782608694292e+01,5.995863636363637283e+01,5.995863636363637283e+01,5.962608695652175328e+01,5.962608695652175328e+01,5.945318181818183234e+01
5.931913043478260761e+01,5.931913043478260761e+01,6.168391304347827031e+01,6.168391304347827031e+01,6.223363636363635720e+01,6.223363636363635720e+01,6.299000000000000199e+01,6.299000000000000199e+01,6.198045454545455613e+01,6.198045454545455613e+01,6.246545454545453424e+01,6.370217391304347387e+01,6.246545454545453424e+01,6.370217391304347387e+01,6.136000000000000654e+01,6.136000000000000654e+01,5.804476190476189856e+01,5.804476190476189856e+01,5.782217391304347842e+01,5.782217391304347842e+01,6.030304347826086797e+01,5.904476190476190567e+01,6.030304347826086797e+01,5.904476190476190567e+01,6.073217391304348212e+01,6.073217391304348212e+01,5.869521739130433957e+01,5.869521739130433957e+01,6.094350000000000733e+01,6.094350000000000733e+01,6.103521739130434298e+01,6.103521739130434298e+01,5.954772727272727195e+01
5.799000000000000199e+01,5.799000000000000199e+01,6.121863636363637085e+01,6.121863636363637085e+01,6.284166666666666856e+01,6.284166666666666856e+01,6.142739130434782169e+01,6.142739130434782169e+01,6.335149999999998727e+01,6.335149999999998727e+01,6.282954545454545325e+01,6.332913043478260562e+01,6.282954545454545325e+01,6.332913043478260562e+01,6.032347826086957099e+01,6.032347826086957099e+01,5.804478260869564110e+01,5.804478260869564110e+01,5.768304347826087763e+01,5.768304347826087763e+01,6.045739130434781572e+01,6.009190476190476460e+01,6.045739130434781572e+01,6.009190476190476460e+01,5.937782608695651732e+01,5.937782608695651732e+01,5.971826086956522772e+01,5.971826086956522772e+01,6.171739130434781373e+01,6.171739130434781373e+01,6.221913043478260619e+01,6.221913043478260619e+01,6.059869565217390885e+01
